record_id,source_type,is_synthetic,citation,doi,sensor_noise_applied,validation_status,feedstock_name,feedstock_category,carbon_pct,hydrogen_pct,oxygen_pct,nitrogen_pct,sulfur_pct,ash_pct,moisture_ar_pct,volatile_matter_pct,fixed_carbon_pct,particle_size_mm,bulk_density_kg_m3,feedstock_hhv_dry_mj_kg,feedstock_lhv_ar_mj_kg,feed_rate_wet_kg_h,dryer_temp_c,dried_biomass_moisture_pct,reactor_temp_c,heating_rate_c_min,residence_time_min,biochar_yield_dry_pct,bio_oil_yield_dry_pct,syngas_yield_dry_pct,recovered_biochar_kg_h,recovered_bio_oil_kg_h,clean_syngas_kg_h,dryer_exhaust_water_kg_h,mass_balance_closure_pct,syngas_co_vol_pct,syngas_co2_vol_pct,syngas_ch4_vol_pct,syngas_h2_vol_pct,syngas_c2h6_vol_pct,syngas_mw_kg_kmol,syngas_volume_flow_nm3_h,syngas_lhv_vol_mj_nm3,bio_oil_water_pct,bio_oil_hhv_mj_kg,bio_oil_predicted_ph,bio_oil_tan_mg_koh_g,bio_oil_density_kg_m3,bio_oil_kinematic_viscosity_cst,drying_thermal_duty_kw,reactor_thermal_duty_kw,gross_thermal_demand_kw,combustor_heat_recovered_kw,thermal_self_sufficiency_index_pct,is_thermally_self_sufficient,energy_recovery_ratio_pct,net_thermal_efficiency_pct,second_law_exergy_efficiency_pct
SYN_00203,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Olive Pomace,agricultural_residue,50.2,6.2,39.8,1.4,0.1,2.3,25.713403105142135,76.5,21.2,2.0,550.0,20.655,13.711,309.38933024202424,105.0,8.0,703.75,12.5,11.14,15.43,16.92,67.65,34.889,56.818,158.963,59.569,100.0,46.85,15.31,15.56,15.79,4.58,24.4,145.02,16.1,41.87,10.42,2.29,69.8,1127.9,5.1,68.98,155.13,224.12,543.08,242.32,True,65.37,64.84,64.16
SYN_00204,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Wheat Straw,agricultural_residue,46.5,5.9,41.2,0.7,0.1,5.6,9.853718799623872,75.0,19.4,2.0,220.0,18.806,15.552,322.9377652941693,105.0,8.0,411.29,136.97,24.5,47.82,37.26,14.92,137.6,129.508,48.525,6.507,100.0,36.53,47.29,8.71,1.66,3.57,33.95,32.21,10.19,28.65,12.05,2.2,104.0,1157.0,15.8,21.47,93.57,115.04,76.29,66.32,False,89.2,85.97,88.57
SYN_00205,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Rice Husk,agricultural_residue,39.5,5.1,36.5,0.4,0.1,18.4,27.841957317658462,63.5,18.1,2.0,340.0,15.64,9.802,141.0919857488995,105.0,8.0,659.23,61.12,0.23,28.91,23.54,47.55,29.203,31.89,49.056,30.43,100.0,47.14,16.58,15.41,14.34,4.57,24.99,44.6,15.93,35.74,8.77,2.26,79.4,1141.4,8.6,34.42,62.13,96.55,165.19,171.1,True,71.97,71.03,71.77
SYN_00206,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Sugarcane Bagasse,agricultural_residue,48.0,5.8,43.5,0.3,0.05,2.35,24.72195936601348,81.0,16.65,2.0,180.0,19.044,12.779,126.952002061164,105.0,8.0,400.71,325.61,10.25,47.18,38.21,14.62,44.702,42.118,15.823,23.075,100.0,35.88,48.42,8.43,1.54,3.51,34.2,10.33,9.95,28.32,12.31,2.2,105.2,1157.7,16.2,27.06,30.03,57.1,23.89,41.85,False,96.0,87.88,91.36
SYN_00207,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Miscanthus,energy_crop,48.5,5.7,42.6,0.6,0.1,2.5,18.693297021354006,79.5,18.0,2.0,200.0,19.191,14.136,148.27184393547597,105.0,8.0,583.79,284.94,4.29,16.94,43.99,39.07,20.019,60.768,49.215,17.234,100.0,47.4,21.09,14.78,10.08,4.56,26.88,41.39,15.26,26.52,12.8,2.22,94.8,1161.6,18.9,22.79,61.82,84.61,146.95,173.68,True,73.18,72.54,73.29
SYN_00208,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Almond Shells,nut_shells,51.0,6.0,39.5,0.5,0.05,2.95,21.54808560600995,73.5,23.55,2.0,480.0,20.725,14.706,378.8956516355661,105.0,8.0,464.86,218.45,0.71,32.9,47.4,19.7,95.961,159.187,64.845,55.797,100.0,41.76,37.59,11.15,3.18,4.07,31.72,46.09,12.2,25.64,14.1,2.21,102.8,1163.6,20.4,68.91,112.64,181.55,130.76,72.02,False,86.14,82.39,84.38
SYN_00209,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Pine Sawdust,woody_biomass,51.5,6.3,41.6,0.2,0.05,0.35,10.694711837010368,82.5,17.15,2.0,420.0,21.095,17.35,327.14098231595995,105.0,8.0,427.67,30.7,12.63,41.13,42.47,16.4,118.105,145.649,53.715,9.582,100.0,38.25,44.22,9.49,2.05,3.74,33.27,36.3,10.83,26.96,14.03,2.2,104.6,1160.7,18.2,24.47,99.33,123.8,91.45,73.87,False,92.43,89.97,92.11
SYN_00210,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Beech Wood,woody_biomass,49.5,6.1,43.8,0.2,0.02,0.38,15.908234619737135,84.0,15.62,2.0,460.0,19.93,15.252,313.60863712636194,105.0,8.0,389.06,106.69,5.91,49.22,36.81,13.96,127.272,114.675,41.055,26.958,100.0,34.74,50.39,7.92,1.34,3.39,34.62,26.95,9.52,28.81,12.8,2.2,105.8,1156.6,15.5,39.59,79.45,119.03,59.68,50.14,False,97.71,92.78,95.72
SYN_00211,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Olive Pomace,agricultural_residue,50.2,6.2,39.8,1.4,0.1,2.3,12.806946017037319,76.5,21.2,2.0,550.0,20.655,16.517,369.66128328162597,105.0,8.0,637.23,6.96,35.36,16.52,26.33,57.15,51.941,108.55,190.335,19.315,100.0,47.27,17.32,15.32,13.53,4.57,25.33,167.01,15.82,33.84,12.2,2.25,82.6,1145.5,10.1,35.35,188.86,224.21,614.61,274.12,True,67.21,66.8,66.46
SYN_00212,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Wheat Straw,agricultural_residue,46.5,5.9,41.2,0.7,0.1,5.6,17.511267412430556,75.0,19.4,2.0,220.0,18.806,14.024,175.899021526502,105.0,8.0,601.99,26.82,0.33,19.46,38.99,41.55,27.696,65.694,62.918,18.185,100.0,47.44,19.32,15.06,11.57,4.57,26.18,53.98,15.54,28.05,12.17,2.23,91.7,1158.3,16.6,24.99,78.48,103.46,195.06,188.53,True,69.53,68.93,69.43
SYN_00213,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Rice Husk,agricultural_residue,39.5,5.1,36.5,0.4,0.1,18.4,12.489163058087271,63.5,18.1,2.0,340.0,15.64,12.408,377.7096058501125,105.0,8.0,748.73,54.01,0.37,28.44,15.26,56.3,92.272,75.979,191.461,18.43,100.0,46.68,14.7,15.65,16.5,4.59,24.11,175.97,16.2,43.95,7.33,2.3,65.6,1123.3,5.0,34.94,243.26,278.19,662.77,238.24,True,66.32,65.77,66.09
SYN_00214,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Sugarcane Bagasse,agricultural_residue,48.0,5.8,43.5,0.3,0.05,2.35,11.541834635197642,81.0,16.65,2.0,180.0,19.044,15.444,203.14048103267308,105.0,8.0,503.46,10.46,1.64,26.2,49.38,24.42,46.086,100.312,47.743,7.821,100.0,44.69,31.18,12.7,4.89,4.32,30.08,35.82,13.47,25.18,12.95,2.21,100.9,1164.6,21.2,16.89,75.37,92.26,112.18,121.59,True,80.84,80.32,81.9
SYN_00215,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Miscanthus,energy_crop,48.5,5.7,42.6,0.6,0.1,2.5,25.058463166418832,79.5,18.0,2.0,200.0,19.191,12.838,77.27066039082851,105.0,8.0,430.35,282.4,0.86,40.41,43.15,16.44,23.145,28.504,10.738,14.327,100.0,38.41,43.94,9.56,2.09,3.76,33.21,7.24,10.89,26.76,12.75,2.2,104.7,1161.1,18.5,16.73,19.79,36.51,18.33,50.21,False,92.1,84.54,87.81
SYN_00216,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Almond Shells,nut_shells,51.0,6.0,39.5,0.5,0.05,2.95,22.903978622472856,73.5,23.55,2.0,480.0,20.725,14.41,245.4406749805029,105.0,8.0,714.13,57.9,0.13,15.38,27.71,56.9,28.8,66.58,110.849,39.761,100.0,46.8,15.14,15.58,15.99,4.58,24.32,101.79,16.13,33.02,12.46,2.26,80.0,1147.4,10.9,47.92,130.26,178.18,381.8,214.27,True,67.24,66.71,66.4
SYN_00217,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Pine Sawdust,woody_biomass,51.5,6.3,41.6,0.2,0.05,0.35,16.87823969444881,82.5,17.15,2.0,420.0,21.095,15.979,261.63785580672993,105.0,8.0,428.18,47.03,29.09,40.33,43.23,16.44,87.037,107.653,39.846,25.249,100.0,38.31,44.12,9.52,2.06,3.75,33.25,27.15,10.85,26.74,14.08,2.2,104.9,1161.2,18.5,35.53,74.07,109.6,68.52,62.52,False,93.02,89.02,91.33
SYN_00218,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Beech Wood,woody_biomass,49.5,6.1,43.8,0.2,0.02,0.38,19.318455124464727,84.0,15.62,2.0,460.0,19.93,14.534,493.0039937160401,105.0,8.0,605.37,77.27,21.65,13.93,36.16,49.91,54.56,170.157,206.301,60.653,100.0,47.43,18.95,15.11,11.91,4.57,26.03,177.09,15.59,29.06,12.75,2.24,90.1,1156.1,15.2,78.82,217.91,296.73,642.19,216.42,True,71.4,70.95,71.25
SYN_00219,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Olive Pomace,agricultural_residue,50.2,6.2,39.8,1.4,0.1,2.3,7.227002165718945,76.5,21.2,2.0,550.0,20.655,17.731,67.80002653656067,105.0,7.227002165718945,558.24,305.17,0.11,18.32,47.76,33.93,11.29,33.668,22.549,0.0,100.0,47.13,23.17,14.41,8.62,4.53,27.63,18.44,14.93,24.34,14.3,2.22,98.8,1166.4,22.7,0.0,30.49,30.49,64.02,209.99,True,74.15,73.7,74.15
SYN_00220,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Wheat Straw,agricultural_residue,46.5,5.9,41.2,0.7,0.1,5.6,20.277996938660575,75.0,19.4,2.0,220.0,18.806,13.471,310.15094777735317,105.0,8.0,515.45,461.3,6.71,25.43,48.18,26.4,61.652,134.961,71.23,41.392,100.0,45.43,29.27,13.14,5.57,4.38,29.54,53.79,13.83,25.46,12.7,2.21,99.8,1164.0,20.7,52.52,107.07,159.59,173.0,108.41,True,77.18,76.65,77.82
SYN_00221,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Rice Husk,agricultural_residue,39.5,5.1,36.5,0.4,0.1,18.4,27.230996274952016,63.5,18.1,2.0,340.0,15.64,9.906,160.5260116563838,105.0,8.0,376.46,50.85,0.31,62.8,24.69,12.5,72.315,37.198,16.108,33.555,100.0,33.68,52.19,7.46,1.18,3.27,35.01,10.35,9.14,34.92,8.91,2.22,97.9,1143.2,9.3,38.2,33.71,71.9,21.99,30.59,False,86.7,74.52,79.68
SYN_00222,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Sugarcane Bagasse,agricultural_residue,48.0,5.8,43.5,0.3,0.05,2.35,27.791169131154188,81.0,16.65,2.0,180.0,19.044,12.159,376.6974568551262,105.0,8.0,611.71,5.9,0.26,17.03,40.01,42.96,45.257,126.998,121.781,81.036,100.0,47.43,18.91,15.12,11.95,4.57,26.01,105.26,15.6,27.71,12.43,2.23,91.8,1159.0,17.1,91.71,149.22,240.93,381.85,158.49,True,73.92,73.36,74.04
SYN_00223,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Miscanthus,energy_crop,48.5,5.7,42.6,0.6,0.1,2.5,21.72896125129066,79.5,18.0,2.0,200.0,19.191,13.517,138.31615467484232,105.0,8.0,617.61,172.34,38.66,15.6,32.78,51.62,16.505,42.464,57.921,20.641,100.0,47.4,18.47,15.18,12.36,4.57,25.83,50.06,15.66,30.45,11.99,2.24,87.9,1153.0,13.5,25.4,60.36,85.76,182.33,212.59,True,69.38,68.69,68.99
SYN_00224,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Almond Shells,nut_shells,51.0,6.0,39.5,0.5,0.05,2.95,14.435291708111217,73.5,23.55,2.0,480.0,20.725,16.261,129.3826749788696,105.0,8.0,373.33,15.95,1.91,60.68,26.18,13.14,65.221,37.173,16.232,9.05,100.0,33.45,52.58,7.36,1.15,3.25,35.09,10.28,9.05,33.94,12.25,2.21,99.7,1145.3,10.1,14.45,31.62,46.07,21.64,46.96,False,99.71,94.94,97.59
SYN_00225,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Pine Sawdust,woody_biomass,51.5,6.3,41.6,0.2,0.05,0.35,17.482203942228814,82.5,17.15,2.0,420.0,21.095,15.846,312.60321637386954,105.0,8.0,549.94,23.17,2.82,18.2,49.4,32.4,46.095,142.775,89.628,32.219,100.0,46.85,24.57,14.14,7.78,4.51,28.1,71.44,14.69,25.17,14.44,2.22,98.4,1164.6,21.2,44.31,121.94,166.25,244.0,146.77,True,78.21,77.76,78.48
SYN_00226,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Beech Wood,woody_biomass,49.5,6.1,43.8,0.2,0.02,0.38,22.68967340524506,84.0,15.62,2.0,460.0,19.93,13.825,428.8283501445232,105.0,8.0,360.28,169.52,0.83,55.6,31.63,12.77,181.719,128.156,47.258,68.471,100.0,32.62,53.99,7.0,1.04,3.15,35.39,30.2,8.74,30.98,12.34,2.2,105.3,1151.9,12.9,82.82,91.04,173.87,61.39,35.31,False,102.46,95.15,98.36
SYN_00227,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Olive Pomace,agricultural_residue,50.2,6.2,39.8,1.4,0.1,2.3,7.927995782527878,76.5,21.2,2.0,550.0,20.655,17.578,277.41373105146147,105.0,7.927995782527878,717.96,362.72,2.77,14.37,25.39,60.24,36.295,83.496,157.482,0.0,100.0,46.79,15.09,15.59,16.05,4.58,24.29,145.18,16.13,34.29,12.1,2.27,78.3,1144.6,9.8,0.0,176.85,176.85,544.77,308.05,True,64.83,64.72,64.12
SYN_00228,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Wheat Straw,agricultural_residue,46.5,5.9,41.2,0.7,0.1,5.6,15.75683957263768,75.0,19.4,2.0,220.0,18.806,14.374,172.59699576517949,105.0,8.0,369.84,7.37,1.53,62.98,24.15,12.87,89.748,46.32,20.502,14.552,100.0,33.13,53.13,7.22,1.11,3.21,35.21,13.13,8.93,35.3,10.7,2.22,98.1,1142.3,9.0,21.53,40.92,62.45,27.27,43.67,False,97.85,92.15,95.33
SYN_00229,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Rice Husk,agricultural_residue,39.5,5.1,36.5,0.4,0.1,18.4,25.237181392883812,63.5,18.1,2.0,340.0,15.64,10.245,477.794918052521,105.0,8.0,749.63,85.04,21.07,27.49,3.76,68.75,97.684,42.611,250.648,89.52,100.0,46.68,14.69,15.65,16.51,4.59,24.1,230.03,16.2,73.44,2.19,2.47,31.1,1058.4,5.0,104.29,263.34,367.62,866.47,235.69,True,64.71,64.07,63.97
SYN_00230,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Sugarcane Bagasse,agricultural_residue,48.0,5.8,43.5,0.3,0.05,2.35,8.361217720848963,81.0,16.65,2.0,180.0,19.044,16.087,55.52431076346526,105.0,8.0,418.03,368.41,1.04,43.24,41.2,15.56,21.517,24.301,9.014,0.218,100.0,37.25,46.01,9.04,1.81,3.65,33.67,5.95,10.46,27.34,12.51,2.2,105.1,1159.9,17.6,2.87,16.75,19.63,14.46,73.68,False,90.76,87.73,90.45
SYN_00231,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Miscanthus,energy_crop,48.5,5.7,42.6,0.6,0.1,2.5,9.649486393284487,79.5,18.0,2.0,200.0,19.191,15.98,273.72924384317076,105.0,8.0,402.63,12.32,3.63,51.55,33.89,14.56,124.515,100.987,40.297,4.908,100.0,35.81,48.54,8.4,1.53,3.5,34.22,26.35,9.92,29.97,12.09,2.21,102.8,1154.1,14.1,17.65,77.52,95.17,60.78,63.86,False,94.87,91.58,94.43
SYN_00232,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Almond Shells,nut_shells,51.0,6.0,39.5,0.5,0.05,2.95,11.983555017771007,73.5,23.55,2.0,480.0,20.725,16.797,363.9887986116461,105.0,8.0,407.77,252.12,1.16,47.67,37.36,14.98,153.26,141.901,53.852,15.761,100.0,36.45,47.42,8.68,1.65,3.57,33.98,35.54,10.16,28.62,13.44,2.2,104.1,1157.0,15.8,31.85,102.7,134.55,83.95,62.39,False,92.77,89.38,91.68
SYN_00233,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Pine Sawdust,woody_biomass,51.5,6.3,41.6,0.2,0.05,0.35,16.13131375805304,82.5,17.15,2.0,420.0,21.095,16.145,174.31104026267474,105.0,8.0,471.64,143.06,8.55,29.01,50.71,20.28,41.655,84.043,32.679,15.406,100.0,42.13,36.83,11.34,3.34,4.1,31.54,23.54,12.35,24.88,14.5,2.21,103.5,1165.3,21.7,22.39,56.05,78.44,67.61,86.19,False,86.54,84.62,86.3
SYN_00234,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Beech Wood,woody_biomass,49.5,6.1,43.8,0.2,0.02,0.38,10.085548468839146,84.0,15.62,2.0,460.0,19.93,16.477,465.64966161527116,105.0,8.0,448.28,5.87,10.76,37.32,44.54,18.15,155.181,216.648,84.375,10.556,100.0,40.23,40.57,10.41,2.61,3.93,32.43,58.67,11.59,26.38,13.32,2.21,103.4,1162.0,19.1,32.03,151.32,183.34,158.15,86.26,False,90.03,88.45,90.68
SYN_00235,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Olive Pomace,agricultural_residue,50.2,6.2,39.8,1.4,0.1,2.3,17.70748150398068,76.5,21.2,2.0,550.0,20.655,15.452,442.31777249867525,105.0,8.0,430.76,242.22,0.23,40.4,42.97,16.63,145.496,179.63,67.926,46.672,100.0,38.63,43.53,9.67,2.14,3.78,33.11,46.08,10.98,26.81,13.75,2.2,104.4,1161.0,18.4,63.68,125.24,188.92,117.61,62.25,False,90.68,86.5,88.68
SYN_00236,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Wheat Straw,agricultural_residue,46.5,5.9,41.2,0.7,0.1,5.6,18.81194581282919,75.0,19.4,2.0,220.0,18.806,13.764,358.53815327950605,105.0,8.0,582.08,87.46,0.85,19.84,42.77,37.39,56.642,141.559,113.631,42.136,100.0,47.39,21.22,14.76,9.99,4.56,26.93,95.57,15.24,26.87,12.41,2.23,94.4,1160.9,18.3,55.53,148.75,204.28,338.85,165.87,True,71.12,70.61,71.23
SYN_00237,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Rice Husk,agricultural_residue,39.5,5.1,36.5,0.4,0.1,18.4,17.099829531671183,63.5,18.1,2.0,340.0,15.64,11.625,362.92210167557727,105.0,8.0,702.18,104.33,0.53,28.36,18.71,52.92,82.807,78.978,160.709,35.897,100.0,46.86,15.36,15.56,15.73,4.58,24.42,149.17,16.09,39.92,8.04,2.28,72.3,1132.2,6.0,50.08,201.94,252.01,558.36,221.56,True,68.05,67.46,67.9
SYN_00238,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Sugarcane Bagasse,agricultural_residue,48.0,5.8,43.5,0.3,0.05,2.35,22.765305983365696,81.0,16.65,2.0,180.0,19.044,13.175,398.8842682957993,105.0,8.0,728.57,559.85,21.58,14.05,10.32,75.63,43.378,55.753,235.832,64.018,100.0,46.75,14.96,15.61,16.2,4.58,24.23,217.72,16.15,52.25,7.38,2.34,56.6,1105.1,5.0,77.34,217.29,294.62,817.99,277.64,True,61.98,61.47,60.92
SYN_00239,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Miscanthus,energy_crop,48.5,5.7,42.6,0.6,0.1,2.5,17.608448601481,79.5,18.0,2.0,200.0,19.191,14.357,218.12045024792107,105.0,8.0,380.83,14.49,1.09,56.28,30.12,13.6,99.372,67.939,27.13,22.78,100.0,34.24,51.25,7.71,1.27,3.33,34.81,17.54,9.34,31.71,11.73,2.21,102.1,1150.2,12.2,31.19,53.07,84.26,38.09,45.2,False,98.79,92.93,96.11
SYN_00240,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Almond Shells,nut_shells,51.0,6.0,39.5,0.5,0.05,2.95,25.18634277774673,73.5,23.55,2.0,480.0,20.725,13.911,496.5197728182638,105.0,8.0,496.64,60.24,0.11,27.07,49.41,23.52,98.282,209.112,93.51,92.754,100.0,44.3,32.12,12.48,4.58,4.29,30.33,70.96,13.29,25.17,14.21,2.21,101.2,1164.6,21.2,108.12,153.44,261.57,219.24,83.82,False,82.95,80.28,81.83
SYN_00241,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Pine Sawdust,woody_biomass,51.5,6.3,41.6,0.2,0.05,0.35,9.049389502252335,82.5,17.15,2.0,420.0,21.095,17.714,239.6529273419975,105.0,8.0,600.05,21.25,4.88,15.06,41.67,43.27,32.327,104.827,99.386,2.734,100.0,47.45,19.6,15.02,11.32,4.57,26.3,84.13,15.5,27.19,13.98,2.23,93.0,1160.2,17.8,14.03,116.8,130.84,303.2,231.74,True,72.56,72.13,72.4
SYN_00242,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Beech Wood,woody_biomass,49.5,6.1,43.8,0.2,0.02,0.38,15.871505532642267,84.0,15.62,2.0,460.0,19.93,15.259,209.42044193077692,105.0,8.0,698.92,5.63,7.37,13.75,23.44,62.81,23.585,55.267,111.642,17.918,100.0,46.89,15.47,15.54,15.61,4.58,24.47,103.44,16.08,35.81,11.3,2.27,77.4,1141.2,8.6,26.36,117.0,143.36,386.84,269.84,True,67.1,66.57,66.46
SYN_00243,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Olive Pomace,agricultural_residue,50.2,6.2,39.8,1.4,0.1,2.3,24.395205834758134,76.5,21.2,2.0,550.0,20.655,13.998,91.16750075594726,105.0,8.0,600.53,158.92,13.28,16.32,37.65,46.03,11.092,30.547,32.895,16.247,100.0,47.45,19.76,14.99,11.18,4.57,26.36,28.06,15.47,28.51,13.38,2.23,91.4,1157.3,16.0,19.14,36.75,55.89,100.98,180.67,True,71.95,71.14,71.26
SYN_00244,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Wheat Straw,agricultural_residue,46.5,5.9,41.2,0.7,0.1,5.6,15.320288665384554,75.0,19.4,2.0,220.0,18.806,14.461,162.33450329168974,105.0,8.0,518.75,355.38,0.6,24.92,48.54,26.55,33.795,74.969,39.566,12.917,100.0,45.64,28.67,13.27,5.81,4.4,29.37,30.25,13.94,25.37,12.72,2.21,99.7,1164.2,20.8,19.55,60.14,79.69,98.1,123.1,True,76.09,75.49,76.65
SYN_00245,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Rice Husk,agricultural_residue,39.5,5.1,36.5,0.4,0.1,18.4,23.363897733213015,63.5,18.1,2.0,340.0,15.64,10.562,114.23898932701836,105.0,8.0,631.07,714.93,2.53,29.08,25.8,45.12,24.834,28.801,40.337,19.078,100.0,47.32,17.68,15.28,13.16,4.57,25.48,35.81,15.77,34.18,9.04,2.26,82.5,1144.8,9.8,22.82,50.45,73.28,131.37,179.27,True,71.69,70.73,71.57
SYN_00246,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Sugarcane Bagasse,agricultural_residue,48.0,5.8,43.5,0.3,0.05,2.35,24.521926021073877,81.0,16.65,2.0,180.0,19.044,12.82,222.3247764242861,105.0,8.0,476.44,219.89,0.28,28.85,50.13,21.01,47.853,94.863,39.832,39.926,100.0,42.75,35.55,11.65,3.64,4.15,31.22,28.15,12.61,25.01,12.99,2.21,102.6,1165.0,21.5,46.96,65.64,112.6,82.54,73.31,False,85.36,80.95,83.49
SYN_00247,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Miscanthus,energy_crop,48.5,5.7,42.6,0.6,0.1,2.5,16.111713918349196,79.5,18.0,2.0,200.0,19.191,14.662,469.82751550844193,105.0,8.0,431.32,8.84,0.26,42.61,40.56,16.83,166.045,186.378,74.574,41.425,100.0,38.87,43.09,9.78,2.21,3.8,33.01,50.3,11.07,27.54,12.59,2.21,103.2,1159.4,17.3,60.25,136.63,196.88,129.47,65.76,False,91.19,87.22,89.93
SYN_00248,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Almond Shells,nut_shells,51.0,6.0,39.5,0.5,0.05,2.95,26.029299585117755,73.5,23.55,2.0,480.0,20.725,13.727,412.26380014030883,105.0,8.0,603.0,154.38,27.29,16.94,35.56,47.5,50.829,129.734,149.352,80.792,100.0,47.45,19.51,15.03,11.39,4.57,26.26,128.24,15.51,29.29,13.29,2.24,90.2,1155.6,14.9,93.2,163.88,257.08,462.53,179.91,True,71.24,70.75,70.77
SYN_00249,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Pine Sawdust,woody_biomass,51.5,6.3,41.6,0.2,0.05,0.35,23.332098182450377,82.5,17.15,2.0,420.0,21.095,14.549,489.2559991375233,105.0,8.0,584.28,8.75,0.97,16.36,45.23,38.41,59.549,195.397,152.124,81.536,100.0,47.4,20.99,14.8,10.16,4.56,26.84,127.05,15.28,26.19,14.21,2.22,95.2,1162.4,19.4,97.59,192.89,290.48,451.54,155.45,True,76.51,76.06,76.53
SYN_00250,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Beech Wood,woody_biomass,49.5,6.1,43.8,0.2,0.02,0.38,20.085737836229626,84.0,15.62,2.0,460.0,19.93,14.373,446.62719709013015,105.0,8.0,678.19,30.54,1.39,13.1,32.31,54.58,45.986,140.335,202.751,58.672,100.0,46.99,15.91,15.49,15.1,4.57,24.68,182.26,16.02,30.66,12.41,2.25,84.6,1152.5,13.3,74.78,228.02,302.8,678.99,224.23,True,69.76,69.3,69.42
SYN_00251,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Olive Pomace,agricultural_residue,50.2,6.2,39.8,1.4,0.1,2.3,6.149572032263027,76.5,21.2,2.0,550.0,20.655,17.965,446.1079147449367,105.0,6.149572032263027,429.4,11.39,0.93,45.82,38.12,16.07,190.782,178.732,75.125,0.0,100.0,37.92,44.81,9.34,1.97,3.71,33.4,50.16,10.71,24.91,14.18,2.2,107.9,1165.2,21.7,0.0,139.14,139.14,124.9,89.76,False,91.78,91.07,92.92
SYN_00252,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Wheat Straw,agricultural_residue,46.5,5.9,41.2,0.7,0.1,5.6,21.730076602321063,75.0,19.4,2.0,220.0,18.806,13.181,349.2789594267725,105.0,8.0,427.38,12.58,14.52,46.54,37.4,16.06,124.397,119.756,48.918,52.126,100.0,38.09,44.51,9.42,2.01,3.73,33.33,32.91,10.77,28.6,12.06,2.21,102.4,1157.1,15.8,64.15,92.48,156.63,82.44,52.63,False,90.44,84.11,87.18
SYN_00253,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Rice Husk,agricultural_residue,39.5,5.1,36.5,0.4,0.1,18.4,11.96170766353869,63.5,18.1,2.0,340.0,15.64,12.497,115.32747104823636,105.0,8.0,441.62,720.66,37.7,47.84,35.87,16.29,47.229,43.187,18.433,4.966,100.0,39.42,42.08,10.03,2.36,3.85,32.78,12.55,11.28,29.17,9.91,2.21,100.3,1155.8,15.1,10.07,35.8,45.86,32.9,71.74,False,80.29,76.24,79.09
